"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","id","u_teamid","count","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_source_file","main_IV_measurement","main_IV_time","main_IV_effect","package","inv_weight","additionalinfo","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","HresultF","AME_sup_p05","AME_sup_p10","countries","iv_type","mator","software","indepv","twowayfe","cluster_any","mlm_re","mlm_fe","logit","dichotomize","dv_type","stat_cat","belief_cat","topic_cat","total_score_cat","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE"
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,"emplrate_ivC","socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m3",33,405,-0.0127,-0.0337,0.00829,0.021,-1.18581,0.2357,"IncDiff","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0127,-0.0337,0.00829,"Reject",0,1,0,"Reject",0,0,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","IncDiff","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,"Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,"emplrate_ivC","socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m4",33,406,-0.01715,-0.03722,0.00291,0.02007,-1.6748,0.09397,"OldAge","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01715,-0.03722,0.00291,"Reject",0,1,0,"Reject",0,1,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","OldAge","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
"Jobs","Unemp","IncDiff","OldAge",NA,NA,"Scale","Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,"mmodel",NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,"emplrate_ivC","socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m5",33,407,-0.01884,-0.03881,0.00111,0.01997,-1.85069,0.06421,"Scale_4","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01884,-0.03881,0.00111,"Reject",0,1,0,"Reject",0,1,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","Scale","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m6",33,408,-0.02775,-0.05691,0.00141,0.02916,-1.86492,0.06219,"Jobs","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.02775,-0.05691,0.00141,"Reject",0,1,0,"Reject",0,1,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","Jobs","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
NA,"Unemp",NA,NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m7",33,409,-0.0169,-0.04161,0.00781,0.02471,-1.34021,0.18018,"Unemp","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0169,-0.04161,0.00781,"Reject",0,1,0,"Reject",0,0,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","Unemp","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m8",33,410,-0.01327,-0.03518,0.00863,0.02191,-1.18694,0.23525,"IncDiff","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01327,-0.03518,0.00863,"Reject",0,1,0,"Reject",0,0,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","IncDiff","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,"Stock",NA,NA,"main_IV_as_control","mlm_any",NA,NA,"level_country",NA,NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,NA,NA,NA,"spss",NA,NA,NA,NA,NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,NA,NA,"FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,NA,"NZ","NO",NA,NA,NA,NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,"orig13",NA,NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv",NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t33m9",33,411,-0.0177,-0.03879,0.00337,0.02109,-1.64498,0.09997,"OldAge","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","mixed",20,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0177,-0.03879,0.00337,"Reject",0,1,0,"Reject",0,1,13,"Stock","ml_glm","SPSS","Soc_Spending","No","No","Yes","No","No","continuous","OldAge","Low","Highest","Low","High","High","High","Mid","Mid","Mid"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock",NA,NA,NA,"mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m1",34,423,-0.00725,-0.01812,0.00363,0.01087,-1.30631,0.19145,"Scale_6","Stock","UN","cri_macro.csv","Immigrant, foreign-born","current","Between","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00725,-0.01812,0.00363,"Reject",0,1,0,"Reject",0,0,27,"Stock","ml_glm","Stata","None","No","No","Yes","No","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","Mid"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,"Flow",NA,"main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m10",34,432,-0.2404,-0.53675,0.05595,0.29635,-1.58995,0.11185,"Scale_6","Flow","UN","cri_macro.csv","Immigrant, foreign-born","1-year","Between","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0421155516956889,-0.0940329549611522,0.00980185156977451,"Reject",0,1,0,"Reject",0,0,27,"Flow","ml_glm","Stata","None","No","No","Yes","No","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","Mid"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,"Flow",NA,"main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m11",34,433,0.03846,-0.03355,0.11046,0.07201,1.04682,0.29518,"Scale_6","Flow","UN","cri_macro.csv","Immigrant, foreign-born","per wave","Within","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00673778751337851,-0.00587760715220616,0.0193514302841339,"Reject",0,1,0,"Reject",0,0,27,"Flow","ml_glm","Stata","None","No","No","No","Yes","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","High"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,NA,"ChangeFlow","main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m12",34,434,-0.02583,-0.1132,0.06154,0.08737,-0.57941,0.56231,"Scale_6","Change in Flow","UN","cri_macro.csv","Immigrant, foreign-born","per wave","Within","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.02583,-0.1132,0.06154,"Reject",0,1,0,"Reject",0,0,27,"ChangeFlow","ml_glm","Stata","None","No","No","No","Yes","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","High"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock",NA,NA,"main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,"emplrate_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m13",34,435,0.00344,-0.00651,0.01339,0.00995,0.67717,0.4983,"Scale_6","Stock","UN","cri_macro.csv","Immigrant, foreign-born","current","Between","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00344,-0.00651,0.01339,"Reject",0,1,0,"Reject",0,0,27,"Stock","ml_glm","Stata","Emp_Rate","No","No","Yes","No","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","Mid"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,"Flow",NA,"main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,"emplrate_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m14",34,436,-0.1206,-0.36361,0.12241,0.24301,-0.97274,0.33068,"Scale_6","Flow","UN","cri_macro.csv","Immigrant, foreign-born","1-year","Between","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0211278516410153,-0.063700647887144,0.0214449446051135,"Reject",0,1,0,"Reject",0,0,27,"Flow","ml_glm","Stata","Emp_Rate","No","No","Yes","No","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","Mid"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,"Flow",NA,"main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,"emplrate_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m15",34,437,0.03263,-0.03943,0.10469,0.07206,0.88741,0.37486,"Scale_6","Flow","UN","cri_macro.csv","Immigrant, foreign-born","per wave","Within","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00571643282791318,-0.00690772131181785,0.0183405869676442,"Reject",0,1,0,"Reject",0,0,27,"Flow","ml_glm","Stata","Emp_Rate","No","No","No","Yes","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","High"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,NA,"ChangeFlow","main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,"emplrate_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m16",34,438,-0.04026,-0.13275,0.05222,0.09249,-0.85315,0.39358,"Scale_6","Change in Flow","UN","cri_macro.csv","Immigrant, foreign-born","per wave","Within","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.04026,-0.13275,0.05222,"Reject",0,1,0,"Reject",0,0,27,"ChangeFlow","ml_glm","Stata","Emp_Rate","No","No","No","Yes","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","High"
"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale",NA,"Flow",NA,NA,"mlm_any","hybrid_mlm","level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,"ml_glm",NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,"mmodel","unbalpanel",NA,NA,"w1996","w2006","w2016","AU",NA,NA,NA,"CA","CL","HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL","IT","JP","KR","LV",NA,NA,"NZ","NO",NA,"PL",NA,"RU",NA,"SI","ES","SE","CH","UK","US","ZA",NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv",NA,"education_iv","married_iv","household_iv","reldenom_iv",NA,NA,"urban_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t34m2",34,424,0.03175,-0.03718,0.10069,0.06893,0.90276,0.36665,"Scale_6","Flow","UN","cri_macro.csv","Immigrant, foreign-born","per wave","Within","xtmixed",16,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00556226608293728,-0.00651354497523175,0.0176398290359356,"Reject",0,1,0,"Reject",0,0,27,"Flow","ml_glm","Stata","None","No","No","No","Yes","No","continuous","Scale","High","High","High","Highest","Mid","Mid","High","Mid","High"
