"","id","u_teamid","dv_type","iv_type","software","indepv","mator","dichotomize","twowayfe","cluster_any","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016","p","AME_Z","lower_Z","upper_Z","eeurope","allavailable","mlm_any","Hresult","orig13","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE","main_IV_measurement","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","degree","SURVEY_WAVES","COUNTRIES","est","lb","ub","belief_ipred","pro_immigrant","topic_ipred","stats_ipred","total_score","count","sig_group","est_sig","est_ns","sig_group2","est_ns_scl","est_sig_scl","ci","ub_order","count2","est2","belief_ipredm","pro_immigrantm","topic_ipredm","stats_ipredm","total_scorem","belief_roll","pro_roll","topic_roll","stats_roll","total_roll","belief_roll2","pro_roll2","topic_roll2","stats_roll2","total_roll2","DV_Jobs","DV_Unemp","DV_IncDiff","DV_OldAge","DV_House","DV_Health","DV_Scale","Test_Stock","Test_Flow","Test_ChangeFlow","M_Gross","M_Net","W_Other","W_96_06","W_96_06_16","W_06_16","C_13","C_Other","C_All","C_CEE","IV_Emp","IV_GDP","IV_Socx","IV_None","Est_ols","Est_logit","Est_mlglm","Est_ologit","Est_bayes"
"1000","t84m4",84,"OldAge","Stock","R","Soc_Spending","ologit","continuous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.01167,-0.101,-0.179,-0.022,"Other","Other",NA,"Support","orig13","Low","Mid","Mid","Mid","Low","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,4,"1996 & 2006","13 Rich Democracies Only",-0.101,-0.179,-0.022,-0.431763352035427,4.5,-0.105699306802092,-0.10327704252805,0.303667483333333,21,"1",-0.101,NA,"1",NA,-1.1009900990099,-0.022,0,27,-0.101,-0.8668031618486,0.0323703729099887,-0.22851170973824,-0.168071275888018,-1.25425204841721,0.246552158463052,0.115579432936099,0.0949433867418527,0.170115827875837,0.0504271785014921,0.476903199730157,0.144947336474728,0.0513034286253222,-0.153058938630313,-0.319429251600926,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"53","t106m1",106,"Jobs","Stock","R","GDP_Per_Capita","ols","continuous","No","Yes","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.0383,-0.0548,-0.0219,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",1,"1996, 2006 & 2016","13 Rich Democracies Only",-0.0383,-0.0548,-0.0219,0.0259179403344931,4.5,-0.16812521515061,-0.0762231811169541,0.256821516,72,"1",-0.0383,NA,"1",NA,-0.766,-0.0219,0,28,-0.0383,0.184458397622171,0.0323703729099887,-0.428368716442459,-0.103902749593496,-1.66406422789956,0.190814235274721,-0.320044469553542,0.442409675396329,-0.0259466983772961,0.0895202271229073,0.471173901221869,0.0813168788077013,0.0384592372591749,-0.138458884416946,-0.275795806506855,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"567","t58m15",58,"IncDiff","Flow","Stata","Soc_Spending","ologit","continuous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",8e-05,-0.0433490790327731,-0.0649211446685513,-0.0217787650872618,"eeurope","allavailable","mlm_any","Support","Other","Mid","High","Mid","Low","High","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",-0.043349,-0.064921,-0.021779,-0.11963297093648,4.66666666666667,-0.0630016888969909,-0.352616538536193,0.59900163,60,"1",-0.043349,NA,"1",NA,-0.86698,-0.021779,0,29,-0.043349,-0.149861751608319,0.179209890603129,-0.0918149706171582,-0.759474764016304,1.32935412326939,0.200662957737975,-0.212362156578574,0.245222384787596,-0.12053827421542,0.0459378774144227,0.437976617278242,0.0519489752690738,0.0429720531462882,-0.122004140056092,-0.271142522501967,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0
"973","t7m9",7,"OldAge","Flow","Stata","Unemp_Rate","ml_glm","continuous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"w1985","w1990","w1996","w2006","w2016",0.00241,-0.0613179177897209,-0.100927138102852,-0.0217104491668562,"Other","Other","mlm_any","Support","Other","Mid","Mid","Mid","Mid","High","Net Migration",NA,NA,"unemprate_ivC",NA,4,"Other","Other",-0.061318,-0.100927,-0.02171,0.200064449161058,4,-0.106016345388718,0.0416933496085964,0.55413203,38,"1",-0.061318,NA,"1",NA,-1.02241188118812,-0.02171,0,30,-0.061318,0.584460612039613,-0.408148180169424,-0.229526711115218,0.175781170104486,0.936831359513429,0.345124411523869,-0.0997851930138361,-0.0470141940905146,-0.0503158844762276,0.0431050289922855,0.438308135173618,-0.00189218121840993,0.0651339075752644,-0.0742567944239966,-0.209897658535879,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"893","t6m1",6,"Jobs","Stock","Stata","Soc_Spending","ologit","continuous","Yes","Yes","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.00016,-0.04493,-0.06826,-0.02161,"Other","Other",NA,"Support","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born",NA,"socx_ivC","unemprate_ivC","gdp_ivC",3,"1996, 2006 & 2016","Other",-0.04493,-0.06826,-0.02161,-0.220297088902555,4,0.774050699874183,0.387199005384326,0.404498778,58,"1",-0.04493,NA,"1",NA,-0.8986,-0.02161,0,31,-0.04493,-0.38108011119605,-0.408148180169424,2.58801443515542,0.995279297216864,-0.372172010804837,0.231383156152888,-0.275992614245601,0.232802387548165,-0.13121949708732,0.165915592784869,0.410455302464689,-0.0312600847570375,0.0812413023839173,-0.0398026531913059,-0.205244374530991,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0
"244","t29m21",29,"Jobs","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","Yes","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",1e-05,-0.03191,-0.04304,-0.02078,"Other","Other",NA,"Support","orig13","Mid","Mid","High","Mid","Low","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",-0.03191,-0.04304,-0.02078,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.348084761666667,80,"1",-0.03191,NA,"1",NA,-0.6382,-0.02078,0,32,-0.03191,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-0.865686229913852,0.291490290830746,-0.231940758937659,0.414174437911457,-0.357555390403057,0.17878342065888,0.414967618205519,-0.0704172894752074,0.120952855193724,-0.0119177723701904,-0.127739159936103,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"529","t52m26",52,"Unemp","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.00115,-0.0483519064347855,-0.0775087909258555,-0.0191950219437155,"Other","Other",NA,"Reject","Other","Mid","High","Mid","Low","Low","Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.048352,-0.077509,-0.019195,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,54,"1",-0.048352,NA,"1",NA,-0.96704,-0.019195,0,33,-0.048352,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,0.303117979821835,-0.227046108347888,0.235157344398215,-0.0158363951831788,0.0998582155044966,0.37151513743067,-0.0116814823979523,0.141491553899167,-0.0259574315241454,-0.206664362271661,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1060","t87m1",87,"Jobs","Stock","R","GDP_Per_Capita","bayes","continuous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.027,-0.035,-0.019,"eeurope","allavailable","mlm_any","Support","Other","High","High","Mid","Mid","Mid","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",4,"1996, 2006 & 2016","All Available (~26)",-0.027,-0.035,-0.019,0.735557724275186,5,-0.203210573450474,-0.044766556157124,0.49101467,102,"1",-0.027,NA,"1",NA,-0.54,-0.019,0,34,-0.027,1.81445079269046,0.472888925989402,-0.540694750207289,-0.0292913942975054,0.384675766680418,0.658316617907731,0.125368734115642,0.0680638475701429,-0.183124999191968,0.473524254465068,0.376165280108557,-0.0263654341672661,0.146338829555599,-0.103622166593614,-0.232117205680606,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"77","t12m6",12,"Health","Stock","R","Soc_Spending","ml_glm","continuous","No","No",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",5e-05,-0.034,-0.051,-0.018,"Other","Other","mlm_any","Reject","Other","Mid","Low","Low","Mid","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,5,"1996 & 2006","Other",-0.034,-0.051,-0.018,-0.228646665831802,3,-0.225268457241595,-0.0140824844467165,0.440684598,79,"1",-0.034,NA,"1",NA,-0.68,-0.018,0,35,-0.034,-0.400258498886117,-1.28918528632825,-0.611313228101293,0.0434875570120009,-0.0556156324289257,0.273834517241686,-0.261308662476287,0.273714916207431,-0.44119600742509,0.188870684165748,0.449433651874666,-0.0116814823979523,0.118841057331749,-0.115876731014635,-0.190438472460797,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"435","t42m1",42,"Scale","Flow","Stata","Soc_Spending","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","w1996","w2006","w2016",1e-05,-0.0238440079118321,-0.0299714204651371,-0.017716595358527,"Other","Other","mlm_any","Support","Other","Mid","Mid","Mid","Low","High","Immigrant, foreign-born",NA,"socx_ivC",NA,"gdp_ivC",3,"1996, 2006 & 2016","Other",-0.023844,-0.029971,-0.017717,-0.258559867787418,3.33333333333333,-0.137956813960904,-0.578128540492635,0.561222494,127,"1",-0.023844,NA,"1",NA,-0.47688,-0.017717,0,36,-0.023844,-0.468967008193525,-0.995506250941978,-0.331784357186279,-1.29436228367134,0.998859292135787,0.567133923089686,-0.275992614245601,0.0152748234940363,-0.0942220938903203,0.234739274579126,0.48578318188514,0.032370372909989,0.103621513705581,-0.0450477480918988,-0.183390815479619,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"524","t52m21",52,"IncDiff","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.02441,-0.03139,-0.01744,"Other","Other",NA,"Support","Other","Mid","High","Mid","Low","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.02441,-0.03139,-0.01744,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,122,"1",-0.02441,NA,"1",NA,-0.4882,-0.01744,0,37,-0.02441,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,0.536321040442877,-0.266203313066059,-0.209301119424798,-0.296337307523702,0.292542895216433,0.486393236826464,0.0568436258588452,0.082689494402569,0.00745977358374241,-0.142655571519307,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"58","t10m10",10,"OldAge","Flow","Stata","Soc_Spending","ml_glm","dichotomous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.0266134302236603,-0.0363843585319324,-0.0168407502251215,"Other","Other","mlm_any","Support","Other","High","Mid","High","High","Mid","Net Migration","emplrate_ivC","socx_ivC",NA,"gdp_ivC",1,"1996, 2006 & 2016","Other",-0.026613,-0.036384,-0.016841,0.391765407517353,4,0.696886381886239,0.8137910361956,0.354621026,107,"1",-0.026613,NA,"1",NA,-0.53226,-0.016841,0,38,-0.026613,1.02478415550399,-0.408148180169424,2.34097230112119,2.00710461598336,-0.808506479241696,0.703283357680588,0.100895481166786,0.0655417438458874,-0.0464439487151038,0.39059456593263,0.397536840759704,0.0470543246793025,0.0977902980965957,-0.00958245553585372,-0.167331283300965,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"526","t52m23",52,"House","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.02254,-0.02894,-0.01614,"Other","Other",NA,"Support","Other","Mid","High","Mid","Low","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",-0.02254,-0.02894,-0.01614,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,134,"1",-0.02254,NA,"1",NA,-0.4508,-0.01614,0,39,-0.02254,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,0.583655761773066,-0.422832131938739,-0.0308647792314319,-0.192041572958981,-0.0921360730790443,0.398963223485023,0.0666329270383874,0.125421635781089,0.0115565709457895,-0.148075292626042,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"762","t65m36",65,"OldAge","Flow","Stata","Emp_Rate","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.0221501234238258,-0.0281811930124562,-0.0161173021449285,"eeurope","allavailable","mlm_any","Support","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",-0.02215,-0.028181,-0.016117,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,140,"1",-0.02215,NA,"1",NA,-0.443,-0.016117,0,40,-0.02215,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,0.445726393895632,-0.275992614245601,-0.0049016308959541,-0.167879258876531,-0.0887554323040925,0.398139445558244,0.0519489752690736,0.115943661959215,-0.00904916397736079,-0.119805050192433,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"1064","t87m2",87,"Unemp","Stock","R","GDP_Per_Capita","bayes","continuous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.029,-0.04,-0.016,"eeurope","allavailable","mlm_any","Support","Other","High","High","Mid","Mid","Mid","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",4,"1996, 2006 & 2016","All Available (~26)",-0.029,-0.04,-0.016,0.735557724275186,5,-0.203210573450474,-0.044766556157124,0.49101467,93,"1",-0.029,NA,"1",NA,-0.58,-0.016,0,41,-0.029,1.81445079269046,0.472888925989402,-0.540694750207289,-0.0292913942975054,0.384675766680418,0.583088948794939,-0.119363795372921,0.266381893981075,-0.186088367586852,0.356404339465436,0.401861003370252,-0.0067868318081815,0.108178249248646,-0.0756779669602631,-0.0805206899489139,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"1068","t87m6",87,"Health","Stock","R","GDP_Per_Capita","bayes","continuous","No","No",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.025,-0.036,-0.016,"eeurope","allavailable","mlm_any","Support","Other","High","High","Mid","Mid","Mid","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",4,"1996, 2006 & 2016","All Available (~26)",-0.025,-0.036,-0.016,0.735557724275186,5,-0.203210573450474,-0.044766556157124,0.49101467,116,"1",-0.025,NA,"1",NA,-0.5,-0.016,0,42,-0.025,1.81445079269046,0.472888925989402,-0.540694750207289,-0.0292913942975054,0.384675766680418,0.627565215622053,-0.124258445962693,-0.164111071316612,-0.16435517794918,0.467392758136301,0.464913913948672,-0.0214707835774953,0.193827716277294,-0.00317210389788384,-0.0656625043097302,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"950","t75m2",75,"Unemp","Stock","Stata","Soc_Spending","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.00598,-0.05558,-0.0952,-0.01595,"Other","Other","mlm_any","Reject","Other","Mid","Mid","Mid","Mid","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,1,"1996, 2006 & 2016","Other",-0.05558,-0.0952,-0.01595,0.137362732227885,3.33333333333333,-0.108185664129963,0.0867730506577218,0.48176039,44,"1",-0.05558,NA,"1",NA,-1.0110495049505,-0.01595,0,43,-0.05558,0.44043920276736,-0.995506250941978,-0.236471801089593,0.282704833908485,0.303718602761606,0.320137359497951,-0.085101241244522,0.159012030866227,-0.210680763023727,-0.0479964243355054,0.473831454727102,0.00789711996113227,0.201473892566997,-0.0228846355330211,-0.0437031883817616,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"237","t29m15",29,"IncDiff","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","Yes",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",1e-05,-0.0226,-0.02957,-0.01563,"Other","Other",NA,"Support","orig13","Mid","Mid","High","Mid","Low","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,1,"1996 & 2006","13 Rich Democracies Only",-0.0226,-0.02957,-0.01563,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.348084761666667,133,"1",-0.0226,NA,"1",NA,-0.452,-0.01563,0,44,-0.0226,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-0.865686229913852,0.542914321787405,-0.344517722502399,-0.00722798629820422,-0.166823862168378,0.00579083021490244,0.503569064467912,-0.00189218121841042,0.180798757570483,-0.0168666511228227,-0.0415048799555935,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"760","t65m34",65,"Unemp","Flow","Stata","Emp_Rate","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.0221080828574223,-0.0286664112163629,-0.0155497544984817,"eeurope","allavailable","mlm_any","Support","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",-0.022108,-0.028666,-0.01555,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,141,"1",-0.022108,NA,"1",NA,-0.44216,-0.01555,0,45,-0.022108,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,0.440571003215522,-0.256414011886516,0.0143178272957527,-0.17436371249242,-0.140504794074316,0.471384373693389,-0.00189218121841042,0.274716795779504,0.0104499531142566,-0.085138325632869,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"276","t29m7",29,"IncDiff","Stock","Stata","None","logit","dichotomous","Yes","Yes",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",1e-05,-0.02238,-0.02936,-0.01541,"Other","Other",NA,"Support","orig13","Mid","Mid","High","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",-0.02238,-0.02936,-0.01541,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.348084761666667,138,"1",-0.02238,NA,"1",NA,-0.4476,-0.01541,0,46,-0.02238,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-0.865686229913852,0.495085232760552,-0.320044469553542,-0.0196076010073776,-0.137256894051428,-0.0989258754532732,0.499153198099094,0.0421596740895309,0.181816867015945,-0.0459019800812261,-0.106242083608058,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"761","t65m35",65,"IncDiff","Flow","Stata","Emp_Rate","logit","dichotomous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.021016779821199,-0.027005808843426,-0.015027750798972,"eeurope","allavailable","mlm_any","Support","Other","Mid","Mid","High","High","Mid","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","All Available (~26)",-0.021017,-0.027006,-0.015028,0.21652254529597,3.66666666666667,0.219841495260733,0.506026357526348,0.542155663333333,151,"1",-0.021017,NA,"1",NA,-0.42034,-0.015028,0,47,-0.021017,0.622263694877274,-0.701827215555697,0.813709572764111,1.27712357647034,0.832061168922139,0.234121828101237,0.0470543246793028,0.00408330025024129,-0.108845171915432,-0.0867139769663146,0.516249444238514,-0.031260084757038,0.153720618595862,-0.161586275004273,-0.124227808926466,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"701","t62m1",62,"Scale","Stock","R","None","ols","continuous","No","No","Jobs","Unemp","IncDiff",NA,"House",NA,"Scale","Other","Other","w1996","w2006","Other",1e-05,-0.01771,-0.02087,-0.01455,"Other","Other",NA,"Support","orig13","Low","High","High","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",-0.01771,-0.02087,-0.01455,-0.430166462915249,5.33333333333333,0.0842739765092052,-0.0908032542429638,0.211100246,173,"1",-0.01771,NA,"1",NA,-0.3542,-0.01455,0,48,-0.01771,-0.863135220478116,0.766567961375675,0.379689160073687,-0.138484940710166,-2.06403746730514,0.249752443693358,0.23305104709061,0.0572453121954272,-0.087644972756336,0.101448126934201,0.507331903460083,-0.0606279882956655,0.146074442306158,-0.141873743369135,-0.146187124854434,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"901","t70m1",70,"Jobs","Stock","Mplus","Soc_Spending","ml_glm","continuous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","Other","Other",0.00035,-0.031,-0.048,-0.014,"Other","Other","mlm_any","Support","orig13","Mid","Mid","Mid","Low","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,2,"Other","13 Rich Democracies Only",-0.031,-0.048,-0.014,0.260799571396237,3.5,-0.0605945324347756,-0.940625132876923,0.466845966,84,"1",-0.031,NA,"1",NA,-0.62,-0.014,0,49,-0.031,0.723964892376238,-0.848666733248838,-0.0841084414222412,-2.15416088197959,0.173246057245081,0.311070833901685,-0.124258445962692,0.329045431137428,-0.337979331622517,0.188741161774263,0.461916364402904,-0.0459440365263517,0.157464819721356,-0.164073320180806,-0.192519142079132,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1066","t87m4",87,"OldAge","Stock","R","GDP_Per_Capita","bayes","continuous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.023,-0.032,-0.014,"eeurope","allavailable","mlm_any","Support","Other","High","High","Mid","Mid","Mid","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",4,"1996, 2006 & 2016","All Available (~26)",-0.023,-0.032,-0.014,0.735557724275186,5,-0.203210573450474,-0.044766556157124,0.49101467,131,"1",-0.023,NA,"1",NA,-0.46,-0.014,0,50,-0.023,1.81445079269046,0.472888925989402,-0.540694750207289,-0.0292913942975054,0.384675766680418,0.587096852373971,-0.305360517784229,-0.00178760093960266,-0.148335062291718,-0.0424828277974071,0.490324468398278,0.0274757223202171,0.171209146399687,-0.188698862036126,-0.224174779333517,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"1065","t87m3",87,"IncDiff","Stock","R","GDP_Per_Capita","bayes","continuous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",1e-05,-0.022,-0.031,-0.014,"eeurope","allavailable","mlm_any","Support","Other","High","High","Mid","Mid","Mid","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",4,"1996, 2006 & 2016","All Available (~26)",-0.022,-0.031,-0.014,0.735557724275186,5,-0.203210573450474,-0.044766556157124,0.49101467,144,"1",-0.022,NA,"1",NA,-0.44,-0.014,0,51,-0.022,1.81445079269046,0.472888925989402,-0.540694750207289,-0.0292913942975054,0.384675766680418,0.474759534553361,-0.143837048321777,0.00100681149406437,-0.178331086855944,-0.178755356024001,0.530698920025261,0.0568436258588447,0.158532990955477,-0.164851293637427,-0.210959976536229,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"769","t68m1",68,"Jobs","Stock","Stata","None","ml_glm","continuous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",6e-05,-0.02688,-0.03995,-0.01382,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",-0.02688,-0.03995,-0.01382,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,106,"1",-0.02688,NA,"1",NA,-0.5376,-0.01382,0,52,-0.02688,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.692526771111078,-0.00189218121841072,0.0535528902344571,-0.12767410240546,0.377262124619111,0.520500088777516,0.0225810717304458,0.151781342946528,-0.0872273026725377,-0.185214817751,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
